ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45792461,"12,544.00",-,NISSAN,Elgrand,2003,Minivan,Yes,LPG,3,185000 km,6,Tiptronic,4x4,04-may,Right-hand drive,Golden,12
45805904,"15,681.00",584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,149000 km,4,Tiptronic,Front,04-may,Left wheel,Grey,10
45797067,"10,349.00",2002,HYUNDAI,Genesis,2008,Sedan,Yes,Petrol,3.8,136192 km,4,Automatic,Front,04-may,Left wheel,Black,4
45733558,"42,987.00",1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,13148 km,4,Automatic,Front,04-may,Left wheel,Black,4
45803242,"10,976.00",765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,669145 km,4,Automatic,Front,04-may,Left wheel,White,4
45810457,"27,093.00",730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,51287 km,4,Automatic,Front,04-may,Left wheel,Grey,4
44803830,"17,719.00",585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,268800 km,4,Automatic,Front,04-may,Left wheel,Black,10
44556915,"19,757.00",777,SUBARU,Forester,2014,Jeep,No,Petrol,2.5,145000 km,4,Variator,4x4,04-may,Left wheel,White,7
45809073,"23,678.00",765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,30000 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45802820,"40,983.00",639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,120871 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45797220,"13,463.00",1756,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,3.8,187143 km,4,Automatic,Front,04-may,Left wheel,White,4
45777549,"13,485.00",-,FORD,Fiesta,2012,Hatchback,No,Petrol,1.6,100300 km,4,Automatic,Front,04-may,Left wheel,Black,2
45112595,"37,633.00",1202,HYUNDAI,Santa FE,2017,Jeep,No,Petrol,2.4,79309 km,4,Automatic,Front,04-may,Left wheel,Black,7
45810051,"39,615.00",595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,43578 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45793663,"21,953.00",779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,78082 km,4,Tiptronic,Front,04-may,Left wheel,Black,12
45551485,"10,349.00",-,BMW,525,2004,Sedan,Yes,Petrol,2.5,250000 km,6,Automatic,Rear,04-may,Left wheel,Grey,4
45798255,"19,130.00",528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,142495 km,4,Automatic,Front,04-may,Left wheel,White,4
45065457,"21,326.00",456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,14004 km,4,Automatic,Front,04-may,Left wheel,Black,8
44339567,"40,456.00",-,BMW,535 Twinturbo,2012,Sedan,Yes,Petrol,3.0 Turbo,176480 km,4,Tiptronic,Rear,04-may,Left wheel,Black,12
45748937,"10,349.00",1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,134800 km,4,Variator,Front,04-may,Right-hand drive,Silver,2
41340887,"13,799.00",-,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,112000 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45769057,"22,894.00",-,MERCEDES-BENZ,416,2000,Microbus,No,Diesel,2.7 Turbo,333333 km,5,Manual,Rear,04-may,Left wheel,Green,2
45799181,"31,361.00",1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,54400 km,4,Automatic,Front,04-may,Left wheel,Black,8
45729797,"41,811.00",831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,33216 km,4,Automatic,Front,04-may,Left wheel,Blue,4
44575014,"39,201.00",1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.0 Turbo,74500 km,6,Tiptronic,4x4,04-may,Left wheel,Black,12
45803744,"37,000.00",891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,136027 km,4,Automatic,Front,04-may,Left wheel,Black,4
44962338,"11,000.00",-,MERCEDES-BENZ,E 320,1999,Sedan,Yes,CNG,3.5,0 km,6,Automatic,4x4,04-may,Left wheel,Black,2
45809341,"10,349.00",1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,70066 km,4,Automatic,Front,04-may,Left wheel,White,12
45788367,"29,793.00",-,BMW,328,2013,Coupe,Yes,Petrol,3,98000 km,8,Automatic,Rear,02-mar,Left wheel,White,12
45781816,"10,036.00",-,TOYOTA,Avensis,2004,Sedan,No,Petrol,2,138643 km,4,Automatic,Front,04-may,Right-hand drive,Silver,8
45544836,"22,894.00",382,HYUNDAI,Sonata Hibrid,2014,Sedan,Yes,Hybrid,2.4,76000 km,4,Automatic,Front,04-may,Left wheel,Black,7
45184769,"15,053.00",-,FORD,Fiesta,2015,Sedan,No,Petrol,1.6,108000 km,4,Tiptronic,Front,04-may,Left wheel,Black,8
45730129,"25,889.00",730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,63276 km,4,Automatic,Front,04-may,Left wheel,White,4
45771264,"16,621.00",1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6,Automatic,4x4,04-may,Left wheel,Silver,12
45797635,"20,005.00",531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,104997 km,4,Automatic,Front,04-may,Left wheel,White,4
45815392,"22,894.00",738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,46800 km,4,Automatic,Front,04-may,Left wheel,Black,6
45369640,"19,130.00",-,TOYOTA,Prius s,2013,Sedan,No,Hybrid,1.8,65000 km,4,Variator,Front,04-may,Right-hand drive,Silver,8
45715271,"14,740.00",528,KIA,RIO lX,2014,Sedan,No,Petrol,1.6,76800 km,4,Automatic,Front,04-may,Left wheel,Black,4
45730720,"43,868.00",880,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,1.6,200401 km,4,Automatic,Front,04-may,Left wheel,Blue,4
45728314,"47,000.00",1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,170000 km,6,Tiptronic,4x4,04-may,Left wheel,Black,12
45781924,"15,994.00",777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,1440000 km,4,Automatic,Front,04-may,Left wheel,Silver,0
45806669,"17,562.00",2690,INFINITI,QX80,2017,Jeep,Yes,Petrol,5.6,54854 km,8,Automatic,Rear,04-may,Left wheel,Silver,12
45692586,"21,012.00",-,TOYOTA,Prius BLUG-IN,2012,Hatchback,No,Plug-in Hybrid,1.8,108773 km,4,Automatic,Front,04-may,Left wheel,Grey,10
45804510,"22,649.00",836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,166320 km,4,Automatic,Front,04-may,Left wheel,Black,4
45732142,"40,983.00",640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,95000 km,4,Automatic,Front,04-may,Left wheel,Black,4
45730363,"19,416.00",1099,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,181385 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45801112,"16,935.00",1832,MERCEDES-BENZ,Sprinter,2005,Microbus,No,Diesel,2.2 Turbo,183000 km,4,Manual,Rear,02-mar,Left wheel,White,2
45263433,"15,681.00",584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,95000 km,4,Automatic,Front,04-may,Left wheel,Blue,0
45772591,"16,621.00",-,TOYOTA,Camry,2007,Sedan,No,Hybrid,2.4,215000 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45810527,"23,207.00",642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,132043 km,4,Automatic,Front,04-may,Left wheel,White,4
45815318,"12,858.00",1118,OPEL,Astra,2005,Hatchback,No,Diesel,1.3 Turbo,18900 km,4,Manual,Front,04-may,Left wheel,Black,8
44289314,"17,249.00",-,KIA,Optima,2013,Sedan,No,Petrol,2.4,152480 km,6,Tiptronic,Front,04-may,Left wheel,Silver,6
45718861,"12,541.00",761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,136000 km,4,Variator,Front,04-may,Left wheel,Silver,8
45805632,"14,113.00",-,BMW,530,2004,Sedan,Yes,Petrol,3,416000 km,6,Manual,Rear,04-may,Left wheel,Black,6
45773345,"10,349.00",394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4,Automatic,Front,04-may,Left wheel,Black,12
45801609,"20,005.00",583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,94479 km,4,Automatic,Front,04-may,Left wheel,Red,4
44490723,"12,388.00",1267,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,121840 km,4,Tiptronic,Front,04-may,Right-hand drive,Brown,4
45773574,"15,053.00",751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,52528 km,4,Automatic,Front,04-may,Left wheel,Blue,0
45804860,"25,264.00",639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,191980 km,4,Automatic,Front,04-may,Left wheel,White,4
40754201,"21,012.00",831,TOYOTA,Yaris IA,2018,Sedan,Yes,Petrol,1.5,20549 km,4,Automatic,Front,04-may,Left wheel,Grey,10
44675141,"14,113.00",5332,MERCEDES-BENZ,E 300 AVANTGARDE-LTD,2007,Universal,Yes,Petrol,3,75000 km,8,Tiptronic,Rear,04-may,Right-hand drive,White,12
45774731,"42,337.00",639,BMW,528,2014,Sedan,Yes,Petrol,2.0 Turbo,156000 km,4,Tiptronic,Rear,04-may,Left wheel,White,12
45682457,"10,976.00",-,HONDA,FIT,2012,Sedan,No,Petrol,1.3,114000 km,4,Automatic,Front,04-may,Right-hand drive,White,4
43116659,"16,621.00",586,TOYOTA,Prius,2012,Hatchback,No,Petrol,1.8,158302 km,4,Automatic,Front,04-may,Left wheel,Blue,6
45802941,"23,734.00",911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,115505 km,4,Automatic,Front,04-may,Left wheel,White,4
45525671,"15,681.00",-,BMW,X5,2004,Jeep,Yes,Petrol,4.4,224000 km,8,Tiptronic,4x4,04-may,Left wheel,Black,6
45797234,"24,433.00",777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,128000 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45728738,"34,419.00",640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,95430 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45776062,"16,935.00",-,BMW,X5,2004,Jeep,Yes,Diesel,3.0 Turbo,250000 km,8,Tiptronic,4x4,04-may,Left wheel,Blue,0
45792636,"29,793.00",1083,CHEVROLET,Camaro,2013,Coupe,Yes,Petrol,3.6,134400 km,6,Manual,Rear,02-mar,Left wheel,Grey,8
45811643,"17,249.00",707,MITSUBISHI,Outlander,2011,Jeep,No,Petrol,2,112000 km,4,Tiptronic,Front,04-may,Left wheel,Grey,10
45539139,"10,349.00",1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,73000 km,4,Variator,Front,04-may,Right-hand drive,White,4
45804792,"23,932.00",640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,166762 km,4,Automatic,Front,04-may,Left wheel,White,4
45692357,"13,172.00",-,HYUNDAI,Tucson,2006,Jeep,Yes,Petrol,2.7,160000 km,6,Tiptronic,4x4,04-may,Left wheel,Black,8
45813688,"25,089.00",-,HYUNDAI,Veloster,2015,Sedan,Yes,Petrol,1.6 Turbo,59000 km,4,Tiptronic,Front,02-mar,Left wheel,Silver,8
45783708,"28,539.00",810,TOYOTA,Prius,2016,Hatchback,No,Petrol,1.8,31000 km,4,Automatic,Front,04-may,Left wheel,Grey,8
45656944,"26,657.00",919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701 km,6,Automatic,4x4,04-may,Left wheel,White,12
45759047,"18,660.00",723,KIA,Cerato,2016,Sedan,Yes,Diesel,1.6,28647 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45806412,"19,444.00",1807,CADILLAC,Escalade,2012,Jeep,Yes,Petrol,6.2,137210 km,8,Automatic,Rear,04-may,Left wheel,Black,12
45725829,"12,306.00",836,SSANGYONG,Actyon,2010,Sedan,Yes,Diesel,2,199868 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45730078,"41,281.00",730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,77000 km,4,Automatic,Front,04-may,Left wheel,Black,4
45804117,"28,830.00",642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,120950 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45806815,"18,817.00",645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,178000 km,4,Variator,Front,04-may,Left wheel,Grey,6
45814964,"21,326.00",-,BMW,328,2011,Coupe,Yes,Petrol,3,220763 km,6,Tiptronic,4x4,02-mar,Left wheel,Black,15
45770827,"16,308.00",761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,135797 km,4,Automatic,Front,04-may,Left wheel,Red,0
45807591,"49,550.00",-,BMW,550 GT,2009,Hatchback,Yes,Petrol,4.4 Turbo,167000 km,6,Tiptronic,Rear,>5,Left wheel,Black,9
45770972,"23,521.00",781,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,214098 km,4,Automatic,Front,04-may,Left wheel,Silver,0
45749892,"11,290.00",-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,173000 km,4,Variator,Front,04-may,Left wheel,Blue,8
45791937,"23,834.00",1869,JEEP,Grand Cherokee,2019,Sedan,Yes,Petrol,3.6,14096 km,6,Automatic,Rear,04-may,Left wheel,White,12
45803348,"10,036.00",639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,362454 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45571584,"14,426.00",-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,188800 km,4,Automatic,Front,04-may,Left wheel,Silver,8
45803429,"16,308.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,310064 km,4,Automatic,Front,04-may,Left wheel,White,4
45759913,"10,976.00",765,SUBARU,Impreza,2015,Sedan,No,Petrol,2,96000 km,4,Tiptronic,4x4,04-may,Left wheel,White,12
44578446,"20,385.00",2469,HONDA,Elysion,2004,Minivan,Yes,Petrol,3,0 km,4,Automatic,4x4,04-may,Left wheel,Black,1
45796616,"11,290.00",-,MERCEDES-BENZ,290,1999,Microbus,No,Diesel,2.9 Turbo,370000 km,6,Manual,Rear,04-may,Left wheel,White,0
45183450,"28,852.00",642,BMW,320,2012,Sedan,Yes,Petrol,2.0 Turbo,190000 km,4,Tiptronic,Rear,04-may,Left wheel,Sky blue,12
45802990,"24,932.00",639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,52197 km,4,Automatic,Front,04-may,Left wheel,Beige,4
45779353,"17,249.00",531,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,99000 km,4,Tiptronic,Front,04-may,Left wheel,Black,10
45733288,"12,544.00",765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,553481 km,4,Automatic,Front,04-may,Left wheel,Orange,4
45760553,"17,562.00",751,KIA,Optima,2013,Sedan,Yes,Petrol,2.4,130000 km,4,Tiptronic,Front,04-may,Left wheel,White,10
45797765,"15,994.00",1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,74121 km,4,Automatic,Front,04-may,Left wheel,Black,4
45801429,"12,720.00",531,HYUNDAI,Accent,2012,Sedan,Yes,Diesel,1.6,169486 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45729750,"42,692.00",831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,29308 km,4,Automatic,Front,04-may,Left wheel,White,4
45730115,"24,709.00",528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,133480 km,4,Automatic,Front,04-may,Left wheel,White,4
45782411,"16,308.00",-,MERCEDES-BENZ,ML 500,2005,Jeep,Yes,LPG,5,168520 km,8,Tiptronic,4x4,04-may,Left wheel,Brown,12
45733429,"45,044.00",1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,87810 km,4,Automatic,Front,04-may,Left wheel,Brown,4
45732828,"10,036.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,514781 km,4,Automatic,Front,04-may,Left wheel,Orange,4
45293586,"32,929.00",-,BMW,X5 X-Drive,2007,Jeep,Yes,Petrol,4.8,248000 km,8,Tiptronic,4x4,04-may,Left wheel,Black,0
45384274,"28,225.00",640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,126000 km,4,Variator,Front,04-may,Left wheel,Grey,4
45727536,"15,850.00",642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,142014 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45805617,"11,917.00",753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,116000 km,4,Automatic,Front,04-may,Left wheel,White,8
45797668,"20,005.00",583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,106616 km,4,Automatic,Front,04-may,Left wheel,Black,4
45789491,"15,681.00",-,AUDI,A4,2010,Sedan,Yes,Petrol,2.0 Turbo,192000 km,4,Manual,4x4,04-may,Left wheel,Black,10
45807037,"25,089.00",-,FIAT,500C,2014,Hatchback,Yes,Diesel,1.4,20000 km,4,Manual,Front,02-mar,Left wheel,Black,12
45631242,"10,506.00",639,SUBARU,XV,2014,Sedan,Yes,Petrol,2,142211 km,4,Automatic,4x4,04-may,Left wheel,Black,0
44466911,"10,976.00",831,HYUNDAI,Sonata,2011,Sedan,No,Petrol,2.4,149000 km,4,Tiptronic,Front,04-may,Left wheel,Blue,10
45787241,"28,225.00",1850,MERCEDES-BENZ,CLS 350 AMG,2008,Coupe,Yes,Petrol,3.5,77300 km,6,Tiptronic,Rear,04-may,Left wheel,Black,12
45798495,"22,580.00",779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,47000 km,4,Automatic,Front,04-may,Left wheel,White,8
45476423,"26,657.00",-,MERCEDES-BENZ,R 320,2007,Minivan,Yes,Diesel,3.0 Turbo,180000 km,6,Tiptronic,4x4,04-may,Left wheel,White,10
45801481,"14,454.00",531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,149935 km,4,Automatic,Front,04-may,Left wheel,Black,4
45730753,"15,423.00",687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,80861 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45781021,"10,349.00",836,DODGE,Caliber,2010,Jeep,No,Petrol,2,90000 km,4,Automatic,Front,04-may,Left wheel,Yellow,12
45784870,"15,681.00",586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,236800 km,4,Automatic,Front,04-may,Left wheel,Black,6
45789501,"16,308.00",562,CHEVROLET,Cruze,2015,Jeep,No,Petrol,1.4,144000 km,4,Automatic,Front,04-may,Left wheel,Brown,0
45758076,"16,308.00",1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8,Automatic,4x4,04-may,Left wheel,Grey,0
45786465,"27,598.00",-,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,3.6,101000 km,8,Automatic,Front,04-may,Left wheel,Grey,8
45810410,"20,814.00",640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,151522 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45803239,"15,681.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,195432 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45624167,"16,308.00",586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,180000 km,4,Variator,Front,04-may,Left wheel,Grey,12
45732126,"45,436.00",765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,115459 km,4,Automatic,Front,04-may,Left wheel,Blue,4
45802028,"15,285.00",836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363 km,4,Automatic,Front,04-may,Left wheel,Red,4
36431698,"26,343.00",-,MERCEDES-BENZ,Vito,2004,Minivan,Yes,Diesel,2.2 Turbo,250000 km,4,Manual,Rear,04-may,Left wheel,Black,4
45815755,"37,633.00",-,MERCEDES-BENZ,Sprinter,2008,Microbus,No,Diesel,2.2 Turbo,234000 km,4,Manual,Rear,04-may,Left wheel,White,2
45730392,"32,935.00",639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,117527 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45802263,"25,763.00",777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,273500 km,4,Automatic,Front,04-may,Left wheel,Black,4
45798172,"19,429.00",-,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,186560 km,4,Tiptronic,Front,04-may,Left wheel,Grey,6
45732829,"10,036.00",639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,347600 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45116342,"25,089.00",-,FORD,Edge,2011,Jeep,No,Petrol,3.5,281000 km,6,Automatic,Front,04-may,Left wheel,Silver,6
45732718,"10,349.00",639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,564538 km,4,Automatic,Front,04-may,Left wheel,White,4
45760526,"39,201.00",1055,TOYOTA,Highlander,2013,Jeep,Yes,Petrol,3.5,115200 km,6,Tiptronic,4x4,04-may,Left wheel,Black,8
45355506,"31,361.00",-,FORD,Fusion,2017,Sedan,Yes,Plug-in Hybrid,2,204200 km,4,Automatic,Front,04-may,Left wheel,White,10
45805906,"18,000.00",-,HYUNDAI,Elantra,2014,Coupe,Yes,Petrol,2,100000 km,4,Automatic,Front,02-mar,Left wheel,Black,12
45792257,"12,074.00",707,KIA,Optima,2011,Sedan,Yes,Petrol,2,48656 km,4,Automatic,Front,04-may,Left wheel,White,4
45732830,"13,495.00",707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,91678 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45779535,"18,189.00",650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,0 km,4,Automatic,Front,04-may,Left wheel,Blue,6
45526904,"36,065.00",1202,JEEP,Compass,2017,Jeep,No,Petrol,2.4,38000 km,4,Tiptronic,4x4,04-may,Left wheel,Sky blue,6
45810334,"19,933.00",639,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2,145783 km,4,Automatic,Front,04-may,Left wheel,Black,4
45776100,"34,497.00",749,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,2.4,127200 km,4,Automatic,4x4,04-may,Left wheel,Black,8
45761494,"18,817.00",-,VOLKSWAGEN,Golf,2011,Hatchback,No,Diesel,2.0 Turbo,13120 km,4,Automatic,Front,04-may,Left wheel,Silver,8
45780502,"10,349.00",-,MERCEDES-BENZ,C 200,2004,Sedan,No,Petrol,1.8,96000 km,4,Tiptronic,Rear,04-may,Right-hand drive,Silver,8
45803292,"16,894.00",836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,211075 km,4,Automatic,Front,04-may,Left wheel,White,4
45754842,"11,760.00",1113,ACURA,MDX,2012,Jeep,Yes,Petrol,3.7,124978 km,6,Automatic,4x4,04-may,Left wheel,Black,12
45618054,"18,189.00",1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,248525 km,6,Automatic,4x4,04-may,Left wheel,Black,12
45631908,"11,917.00",1195,FORD,Transit,2008,Microbus,No,Diesel,2.2 Turbo,150000 km,4,Manual,Front,04-may,Left wheel,White,4
45806581,"20,071.00",781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,84000 km,4,Tiptronic,Front,04-may,Left wheel,Silver,12
45149684,"32,929.00",1211,MERCEDES-BENZ,ML 350,2010,Jeep,Yes,Diesel,3,224000 km,6,Automatic,4x4,04-may,Left wheel,Black,8
45810198,"21,103.00",640,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2,101124 km,4,Automatic,Front,04-may,Left wheel,White,4
45724246,"27,284.00",640,AUDI,A4,2013,Sedan,Yes,Petrol,2.0 Turbo,144000 km,4,Automatic,Front,04-may,Left wheel,White,12
45797074,"36,137.00",880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,47181 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45809948,"47,201.00",900,HONDA,Civic,2015,Sedan,Yes,Petrol,2.4,104867 km,4,Automatic,Front,04-may,Left wheel,Black,4
45786570,"13,485.00",-,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,270400 km,4,Variator,Front,04-may,Left wheel,Black,8
45801571,"20,071.00",730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,72507 km,4,Automatic,Front,04-may,Left wheel,Black,4
45731768,"47,694.00",1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,79000 km,4,Automatic,Front,04-may,Left wheel,Black,4
45648965,"15,681.00",777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,118000 km,4,Tiptronic,Front,04-may,Left wheel,White,10
45776738,"22,423.00",-,BMW,128 M tech,2013,Cabriolet,Yes,Petrol,3,67646 km,6,Manual,Front,04-may,Left wheel,Black,8
45791664,"10,349.00",-,TOYOTA,Ipsum,2004,Minivan,No,CNG,2.4,250000 km,4,Automatic,Front,04-may,Right-hand drive,White,6
45797896,"18,240.00",687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,52418 km,4,Automatic,Front,04-may,Left wheel,White,4
45794304,"20,542.00",-,BMW,X5,2004,Jeep,Yes,Petrol,4.8,250000 km,8,Tiptronic,4x4,04-may,Left wheel,Silver,8
45765625,"27,284.00",834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915 km,4,Automatic,Rear,04-may,Left wheel,White,12
37007036,"21,953.00",-,TOYOTA,Prius,2012,Sedan,No,Petrol,1.8,123200 km,4,Automatic,Front,04-may,Left wheel,Beige,6
45776196,"32,302.00",-,HYUNDAI,Grandeur,2012,Sedan,Yes,Petrol,3,122000 km,6,Automatic,Front,04-may,Left wheel,White,12
45788264,"10,976.00",-,HONDA,FIT,2008,Hatchback,No,Petrol,1.5,278000 km,4,Variator,Front,04-may,Right-hand drive,Blue,0
44236177,"28,100.00",562,BUICK,Encore,2015,Jeep,No,Petrol,1.4,85000 km,4,Tiptronic,Front,04-may,Left wheel,Black,10
45814500,"15,681.00",-,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.0 Turbo,27200 km,4,Automatic,Front,04-may,Left wheel,Black,6
45788166,"14,897.00",761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,163200 km,4,Automatic,Front,04-may,Left wheel,Brown,16
45815887,"10,976.00",1275,HYUNDAI,Sonata,2019,Sedan,Yes,Petrol,2.4,29419 km,4,Automatic,Front,04-may,Left wheel,Blue,12
45801306,"10,349.00",1132,RENAULT,Megane,2006,Universal,No,Diesel,1.5 Turbo,163000 km,4,Manual,Front,04-may,Left wheel,White,6
45815375,"11,917.00",-,LEXUS,RX 300,2002,Jeep,Yes,Petrol,3.0 Turbo,201000 km,6,Automatic,4x4,04-may,Left wheel,Silver,8
45797350,"14,113.00",531,HYUNDAI,I30,2012,Hatchback,Yes,Diesel,1.6,31593 km,4,Automatic,Front,04-may,Left wheel,White,4
45783744,"11,000.00",-,JEEP,Liberty,2001,Jeep,Yes,LPG,3.7,137582 km,6,Automatic,4x4,04-may,Right-hand drive,Silver,6
